date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:38:51	3216/3216	---M-Z	200	added ('OK')	text/css	etag:%22c90-68424e6d-10f6bb16a905b1a7;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-post-block.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit-post-block51a2.css	(from https://tlchandymanllc.com/)
17:38:51	3683/3683	---M-Z	200	added ('OK')	text/css	etag:%22e63-68424e6d-dd21095cc9f7a2ea;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/cta.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/cta51a2.css	(from https://tlchandymanllc.com/)
17:38:51	903/903	---M-Z	200	added ('OK')	text/css	etag:%22387-68424e6d-cb9fb4975a8771b5;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/blockquote.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/blockquote51a2.css	(from https://tlchandymanllc.com/)
17:38:51	3574/3574	---M-Z	200	added ('OK')	text/css	etag:%22df6-68424e6d-a473ad7fee45c66d;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_share.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_share51a2.css	(from https://tlchandymanllc.com/)
17:38:51	1302/1302	---M-Z	200	added ('OK')	application/rss+xml	etag:%2290f4b5fb979d4acd7476fa21389824f9%22	https://tlchandymanllc.com/home/feed/	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/home/feed/index.html	(from https://tlchandymanllc.com/)
17:38:52	8367/8367	---M-Z	200	added ('OK')	text/css	etag:%2220af-68424e6d-b4d7c842eda57d88;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit_team.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit_team51a2.css	(from https://tlchandymanllc.com/)
17:38:52	1253/1253	---M-Z	200	added ('OK')	text/css	etag:%224e5-68424e6d-4bdf159f62273acc;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/running_text.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/running_text51a2.css	(from https://tlchandymanllc.com/)
17:38:52	4959/4959	---M-Z	200	added ('OK')	text/css	etag:%22135f-68424e6d-21dd991edec5c7cd;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/animated_heading.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/animated_heading51a2.css	(from https://tlchandymanllc.com/)
17:38:52	3255/3255	---M-Z	200	added ('OK')	text/css	etag:%22cb7-68424e6d-f004685a72e59fa8;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/card_slider.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/card_slider51a2.css	(from https://tlchandymanllc.com/)
17:38:53	1371/1371	---M-Z	200	added ('OK')	text/css	etag:%2255b-68424e6d-e2cac65cbcf0e1d6;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/accordion.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/accordion51a2.css	(from https://tlchandymanllc.com/)
17:38:53	5918/5918	---M-Z	200	added ('OK')	text/css	etag:%22171e-68424e6d-6c420f7cc08c9468;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/testimonial_carousel.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/testimonial_carousel51a2.css	(from https://tlchandymanllc.com/)
17:38:53	18437/18437	---M-Z	200	added ('OK')	text/css	etag:%224805-68424e6d-efcfcf43bff76621;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/swiper-bundle.min.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/swiper-bundle.min51a2.css	(from https://tlchandymanllc.com/)
17:38:53	2684/2684	---M-Z	200	added ('OK')	text/css	etag:%22a7c-68424e6d-f537af80a2a1df77;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/tabs.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/tabs51a2.css	(from https://tlchandymanllc.com/)
17:38:53	3497/3497	---M-Z	200	added ('OK')	text/css	etag:%22da9-68424e6d-8cf7fd345dea644c;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/progress-bar.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/progress-bar51a2.css	(from https://tlchandymanllc.com/)
17:38:54	386/386	---M-Z	200	added ('OK')	text/css	etag:%22182-68424e6d-be00a8e9e3f473b1;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/counter.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/counter51a2.css	(from https://tlchandymanllc.com/)
17:38:54	2577/2577	---M-Z	200	added ('OK')	text/css	etag:%22a11-68424e6d-190d82a964513f95;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/countdown.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/countdown51a2.css	(from https://tlchandymanllc.com/)
17:38:54	8898/8898	---M-Z	200	added ('OK')	text/css	etag:%2222c2-68424e6d-b5b0dfd30b9446aa;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/pricelist.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/pricelist51a2.css	(from https://tlchandymanllc.com/)
17:38:54	1575/1575	---M-Z	200	added ('OK')	text/css	etag:%22627-68424e6d-aac8a7f1235801f3;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/advanced_heading.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/advanced_heading51a2.css	(from https://tlchandymanllc.com/)
17:38:55	3369/3369	---M-Z	200	added ('OK')	text/css	etag:%22d29-68424e6d-dc9d42142e392ba9;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_comparison.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_comparison51a2.css	(from https://tlchandymanllc.com/)
17:38:55	3116/3116	---M-Z	200	added ('OK')	text/css	etag:%22c2c-68424e6d-82863f4dd33cf1ea;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/postlist.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/postlist51a2.css	(from https://tlchandymanllc.com/)
17:38:55	7596/7596	---M-Z	200	added ('OK')	text/css	etag:%221dac-68424e6d-6d76a5026407497e;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/pricingbox.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/pricingbox51a2.css	(from https://tlchandymanllc.com/)
17:38:55	9783/9783	---M-Z	200	added ('OK')	text/css	etag:%222637-68424e6d-8f62d1d74f034e67;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_box.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_box51a2.css	(from https://tlchandymanllc.com/)
17:38:55	5047/5047	---M-Z	200	added ('OK')	text/css	etag:%2213b7-68424e6d-be0637566d5c9dc0;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_accordion.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_accordion51a2.css	(from https://tlchandymanllc.com/)
17:38:56	2032/2032	---M-Z	200	added ('OK')	text/css	etag:%227f0-68424e6d-e519ba927be0edf3;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/dual_button.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/dual_button51a2.css	(from https://tlchandymanllc.com/)
17:38:56	1989/1989	---M-Z	200	added ('OK')	text/css	etag:%227c5-68424e6d-2729a9f080459f68;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_gallery.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_gallery51a2.css	(from https://tlchandymanllc.com/)
17:38:56	9224/9224	---M-Z	200	added ('OK')	text/css	etag:%222408-68424e6d-b1560c977be97baf;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/home_slider.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/home_slider51a2.css	(from https://tlchandymanllc.com/)
17:38:56	15346/15346	---M-Z	200	added ('OK')	text/css	etag:%223bf2-68424e6d-f8c0d3f671007827;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/woo_product_grid.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/woo_product_grid51a2.css	(from https://tlchandymanllc.com/)
17:38:57	4951/4951	---M-Z	200	added ('OK')	text/css	etag:%221357-68424e6d-abcef544c7db14d1;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/client_grid.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/client_grid51a2.css	(from https://tlchandymanllc.com/)
17:38:57	71/71	---M--	200	added ('OK')	text/css	etag:%2247-68424e6d-1a19aefb697a51de;;;%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/barchart.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/barchart51a2.css	(from https://tlchandymanllc.com/)
17:38:57	72/72	---M--	200	added ('OK')	text/css	etag:%2248-68424e6d-768ad9b5a6f8ead7;;;%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/linechart.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/linechart51a2.css	(from https://tlchandymanllc.com/)
17:38:57	71/71	---M--	200	added ('OK')	text/css	etag:%2247-68424e6d-dc520c6947965d38;;;%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/piechart.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/piechart51a2.css	(from https://tlchandymanllc.com/)
17:38:58	767/767	---M-Z	200	added ('OK')	text/css	etag:%222ff-68424e6d-65ce74c6517a5294;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/back_to_top.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/back_to_top51a2.css	(from https://tlchandymanllc.com/)
17:38:58	72/72	---M--	200	added ('OK')	text/css	etag:%2248-68424e6d-c782358c835d3ef3;;;%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/assets/css/rtmicons.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/assets/css/rtmicons51a2.css	(from https://tlchandymanllc.com/)
17:38:58	24658/24658	---M-Z	200	added ('OK')	text/css	etag:%226052-68424e6d-aa45b89e0613b693;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/assets/css/rkit.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/assets/css/rkit51a2.css	(from https://tlchandymanllc.com/)
17:38:58	53422/53422	---M-Z	200	added ('OK')	text/css	etag:%22d0ae-688887b0-19cac98cb4db9ac;gz%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/css/frontend.min55cb.css	(from https://tlchandymanllc.com/)
17:38:58	10310/10310	---M-Z	200	added ('OK')	text/css	etag:%222846-688887b0-ddaf10bd727779ee;gz%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min55cb.css	(from https://tlchandymanllc.com/)
17:38:59	244/244	---M--	200	added ('OK')	text/css	etag:%22f4-688887b0-bcb6c559919bbff2;;;%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min55cb.css	(from https://tlchandymanllc.com/)
17:38:59	5150/5150	---M-Z	200	added ('OK')	text/css	etag:%22141e-688887b0-758924ac444181c;gz%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min55cb.css	(from https://tlchandymanllc.com/)
17:38:59	7025/7025	---M-Z	200	added ('OK')	text/css	etag:%221b71-688887b0-d0d528466a79f07b;gz%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min55cb.css	(from https://tlchandymanllc.com/)
17:38:59	254/254	---M--	200	added ('OK')	text/css	etag:%22fe-688887b0-16e5ab64df040561;;;%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-image.min55cb.css	(from https://tlchandymanllc.com/)
17:39:00	162/162	---M--	200	added ('OK')	text/css	etag:%22a2-6856df0e-371de2e4c3fd580c;;;%22	https://tlchandymanllc.com/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min.css?ver=3.29.2	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min2801.css	(from https://tlchandymanllc.com/)
17:39:00	139/139	---M--	200	added ('OK')	text/css	etag:%228b-688887b0-709049a854f565ca;;;%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min55cb.css	(from https://tlchandymanllc.com/)
17:39:00	137/137	---M--	200	added ('OK')	text/css	etag:%2289-688887b0-93a6baaaa233db13;;;%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min55cb.css	(from https://tlchandymanllc.com/)
17:39:00	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-688887b0-68c63cbf32938bd9;gz%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-heading.min55cb.css	(from https://tlchandymanllc.com/)
17:39:01	21218/21218	---M-Z	200	added ('OK')	text/css	etag:%2252e2-688887b0-7f708c04d0b1e2c3;gz%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.43.0	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min2778.css	(from https://tlchandymanllc.com/)
17:39:01	1225/1225	---M-Z	200	added ('OK')	text/css	etag:%224c9-6856fc47-9e48671d0a6768e9;gz%22	https://tlchandymanllc.com/wp-content/uploads/elementor/css/post-9.css?ver=1750531143	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/uploads/elementor/css/post-95df8.css	(from https://tlchandymanllc.com/)
17:39:01	1001/1001	---M-Z	200	added ('OK')	text/css	etag:%223e9-68424e6d-1baa538cb41afe9c;gz%22	https://tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/assets/css/tooltip.css?ver=1.6.1	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/rometheme-for-elementor/assets/css/tooltip51a2.css	(from https://tlchandymanllc.com/)
17:39:01	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-688887b0-17191d5b357d0bb2;gz%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://tlchandymanllc.com/)
17:39:01	5486/5486	---M-Z	200	added ('OK')	text/css	etag:%22156e-688887b0-4c6e1e5bc24e410c;gz%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min55cb.css	(from https://tlchandymanllc.com/)
17:39:02	106/106	---M--	200	added ('OK')	text/css	etag:%226a-688887b0-c2d0ec644972fdaf;;;%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min55cb.css	(from https://tlchandymanllc.com/)
17:39:02	6798/6798	---M-Z	200	added ('OK')	text/css	etag:%221a8e-6856df0e-434442fb4c712bf3;gz%22	https://tlchandymanllc.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.29.2	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min2801.css	(from https://tlchandymanllc.com/)
17:39:02	1833/1833	---M-Z	200	added ('OK')	text/css	etag:%22729-688887b0-32bd49b9c6c2d580;gz%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-spacer.min55cb.css	(from https://tlchandymanllc.com/)
17:39:02	77/77	---M--	200	added ('OK')	text/css	etag:%224d-688887b0-e9d221903879cfd3;;;%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min55cb.css	(from https://tlchandymanllc.com/)
17:39:03	205/205	---M--	200	added ('OK')	text/css	etag:%22cd-688887b0-b780b8183dc68f6f;;;%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min55cb.css	(from https://tlchandymanllc.com/)
17:39:03	301/301	---M-Z	200	added ('OK')	text/css	etag:%2212d-688887b0-dd869457a73b0cfc;gz%22	https://tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?ver=3.30.3	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/plugins/elementor/assets/css/widget-google_maps.min55cb.css	(from https://tlchandymanllc.com/)
17:39:03	91564/91564	---M-Z	200	added ('OK')	text/css	etag:%22165ac-68573f46-140020e7c56e58d6;gz%22	https://tlchandymanllc.com/wp-content/uploads/elementor/css/post-48.css?ver=1750548294	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/uploads/elementor/css/post-488555.css	(from https://tlchandymanllc.com/)
17:39:03	12343/12343	---M-Z	200	added ('OK')	text/css	etag:%223037-6856fc47-ac661162f732c90f;gz%22	https://tlchandymanllc.com/wp-content/uploads/elementor/css/post-55.css?ver=1750531143	C:/Users/jerom/Downloads/HANDYMAN/tlchandymanllc.com/wp-content/uploads/elementor/css/post-555df8.css	(from https://tlchandymanllc.com/)
